Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,Province,Country,Continent,Island,Time Zone,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,Total Deaths per Million,Total Deaths per 100rb,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
3/24/2020,ID-JI,Jawa Timur,3,1,0,2,58,36,337,-315,Province,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.07,1.43,0.89,0.09,62.069,581.03,1.5,1
3/24/2020,ID-MA,Maluku,0,0,0,0,1,1,1,-1,Province,Maluku,Indonesia,Asia,Maluku,UTC+09:00,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0,0.54,0.54,0.05,100,100,1,1
3/24/2020,ID-PA,Papua,0,0,0,0,2,1,2,-1,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,28,1,560,110,5411,319036,4340348,13.6,138.69603,-4.66620953,0,0.46,0.23,0.02,50,100,1,1
3/24/2020,ID-SN,Sulawesi Selatan,2,0,0,2,4,1,5,-2,Province,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.21,0.42,0.11,0.01,25,125,0,0
3/24/2020,ID-SU,Sumatera Utara,0,0,0,0,1,1,10,-10,Province,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0,0.07,0.07,0.01,100,1000,1,1
3/25/2020,ID-BA,Bali,0,0,0,0,2,2,3,-3,Province,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,0,0.47,0.47,0.05,100,150,1,1
3/25/2020,ID-JK,DKI Jakarta,1,1,0,0,100,61,97,-58,Province,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,1,5,44,267,0,664,10846145,16334.31,106.8361183,-6.204698991,0.09,9.22,5.62,0.56,61,97,0.06,0.05
3/25/2020,ID-YO,Daerah Istimewa Yogyakarta,1,1,0,0,3,2,3,-2,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,0.28,0.83,0.55,0.06,66.6667,100,0,0
3/25/2020,IDN,Indonesia,105,3,1,101,790,58,31,701,Country,N/A,Indonesia,Asia,N/A,N/A,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.4,2.98,0.22,0.02,7.34177,3.92,0.99,0.5
3/25/2020,ID-JB,Jawa Barat,5,0,1,4,66,17,72,-23,Province,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.11,1.46,0.38,0.04,25.7576,109.09,2.5,0
3/25/2020,ID-JT,Jawa Tengah,23,1,1,21,48,15,19,14,Province,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.63,1.32,0.41,0.04,31.25,39.58,7.67,1
3/25/2020,ID-JI,Jawa Timur,9,0,1,8,67,36,338,-307,Province,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.22,1.66,0.89,0.09,53.7313,504.48,3,0
3/25/2020,ID-MA,Maluku,0,0,0,0,1,1,1,-1,Province,Maluku,Indonesia,Asia,Maluku,UTC+09:00,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0,0.54,0.54,0.05,100,100,1,1
3/25/2020,ID-PA,Papua,0,0,0,0,2,1,2,-1,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,28,1,560,110,5411,319036,4340348,13.6,138.69603,-4.66620953,0,0.46,0.23,0.02,50,100,1,1
3/25/2020,ID-SN,Sulawesi Selatan,9,0,0,9,13,1,5,7,Province,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.95,1.38,0.11,0.01,7.69231,38.46,4.5,1
3/25/2020,ID-SU,Sumatera Utara,0,0,0,0,1,1,10,-10,Province,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0,0.07,0.07,0.01,100,1000,1,1
3/26/2020,ID-BA,Bali,0,0,0,0,2,2,3,-3,Province,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,0,0.47,0.47,0.05,100,150,1,1
3/26/2020,ID-JK,DKI Jakarta,57,2,0,55,157,63,97,-3,Province,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,1,5,44,267,0,664,10846145,16334.31,106.8361183,-6.204698991,5.26,14.48,5.81,0.58,40.1274,61.78,57,2
3/26/2020,ID-YO,Daerah Istimewa Yogyakarta,0,0,0,0,3,2,3,-2,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,0,0.83,0.55,0.06,66.6667,100,0,0
3/26/2020,IDN,Indonesia,103,20,4,79,893,78,35,780,Country,N/A,Indonesia,Asia,N/A,N/A,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.39,3.37,0.29,0.03,8.7346,3.92,0.98,6.67
3/26/2020,ID-JB,Jawa Barat,5,1,0,4,71,18,72,-19,Province,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.11,1.57,0.4,0.04,25.3521,101.41,1,0
3/26/2020,ID-JT,Jawa Tengah,4,0,1,3,52,15,20,17,Province,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.11,1.43,0.41,0.04,28.8462,38.46,0.17,0
3/26/2020,ID-JI,Jawa Timur,13,1,0,12,80,37,338,-295,Province,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.32,1.98,0.91,0.09,46.25,422.5,1.44,0
3/26/2020,ID-MA,Maluku,0,0,0,0,1,1,1,-1,Province,Maluku,Indonesia,Asia,Maluku,UTC+09:00,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0,0.54,0.54,0.05,100,100,1,1
3/26/2020,ID-PA,Papua,4,0,0,4,6,1,2,3,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,28,1,560,110,5411,319036,4340348,13.6,138.69603,-4.66620953,0.92,1.38,0.23,0.02,16.6667,33.33,0,1
3/26/2020,ID-SN,Sulawesi Selatan,14,0,0,14,27,1,5,21,Province,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,1.49,2.86,0.11,0.01,3.7037,18.52,1.56,1
3/26/2020,ID-SA,Sulawesi Utara,1,0,1,0,1,1,5,-5,Province,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0.38,0.38,0.38,0.04,100,500,0,0
3/26/2020,ID-SU,Sumatera Utara,0,0,0,0,1,1,10,-10,Province,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0,0.07,0.07,0.01,100,1000,1,1
3/27/2020,ID-BA,Bali,0,0,0,0,2,2,3,-3,Province,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,0,0.47,0.47,0.05,100,150,1,1
3/27/2020,ID-BT,Banten,25,2,3,20,31,21,171,-161,Province,Banten,Indonesia,Asia,Jawa,UTC+07:00,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,2.33,2.89,1.96,0.2,67.7419,551.61,0,0
3/27/2020,ID-JK,DKI Jakarta,74,7,6,61,231,70,103,58,Province,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,1,5,44,267,0,664,10846145,16334.31,106.8361183,-6.204698991,6.82,21.3,6.45,0.65,30.303,44.59,1.3,3.5
3/27/2020,ID-YO,Daerah Istimewa Yogyakarta,1,0,0,1,4,2,3,-1,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,0.28,1.1,0.55,0.06,50,75,0,1
3/27/2020,IDN,Indonesia,153,9,11,133,1046,87,46,913,Country,N/A,Indonesia,Asia,N/A,N/A,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.58,3.94,0.33,0.03,8.3174,4.4,1.49,0.45
3/27/2020,ID-JB,Jawa Barat,16,3,1,12,87,21,73,-7,Province,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.35,1.93,0.46,0.05,24.1379,83.91,3.2,3
3/27/2020,ID-JT,Jawa Tengah,8,1,1,6,60,16,21,23,Province,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.22,1.65,0.44,0.04,26.6667,35,2,0
3/27/2020,ID-JI,Jawa Timur,3,1,0,2,83,38,338,-293,Province,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.07,2.05,0.94,0.09,45.7831,407.23,0.23,1
3/27/2020,ID-MA,Maluku,0,0,0,0,1,1,1,-1,Province,Maluku,Indonesia,Asia,Maluku,UTC+09:00,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0,0.54,0.54,0.05,100,100,1,1
3/27/2020,ID-PA,Papua,0,0,0,0,6,1,2,3,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,28,1,560,110,5411,319036,4340348,13.6,138.69603,-4.66620953,0,1.38,0.23,0.02,16.6667,33.33,0,1
3/27/2020,ID-PB,Papua Barat,2,0,0,2,2,1,1,0,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,1.75,1.75,0.88,0.09,50,50,0,0
3/27/2020,ID-SN,Sulawesi Selatan,2,0,0,2,29,1,5,23,Province,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.21,3.08,0.11,0.01,3.44828,17.24,0.14,1
3/27/2020,ID-SA,Sulawesi Utara,0,0,0,0,1,1,5,-5,Province,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0,0.38,0.38,0.04,100,500,0,1
3/28/2020,ID-BA,Bali,0,0,0,0,2,2,3,-3,Province,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,0,0.47,0.47,0.05,100,150,1,1
3/28/2020,ID-BT,Banten,10,2,7,1,41,23,178,-160,Province,Banten,Indonesia,Asia,Jawa,UTC+07:00,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.93,3.82,2.15,0.21,56.0976,434.15,0.4,1
3/28/2020,ID-JK,DKI Jakarta,48,9,9,30,279,79,112,88,Province,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,1,5,44,267,0,664,10846145,16334.31,106.8361183,-6.204698991,4.43,25.72,7.28,0.73,28.3154,40.14,0.65,1.29
3/28/2020,ID-YO,Daerah Istimewa Yogyakarta,0,0,0,0,4,2,3,-1,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,0,1.1,0.55,0.06,50,75,0,1
3/28/2020,IDN,Indonesia,109,15,13,81,1155,102,59,994,Country,N/A,Indonesia,Asia,N/A,N/A,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.41,4.36,0.38,0.04,8.83117,5.11,0.71,1.67
3/28/2020,ID-JB,Jawa Barat,19,3,1,15,106,24,74,8,Province,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.42,2.35,0.53,0.05,22.6415,69.81,1.19,1
3/28/2020,ID-JT,Jawa Tengah,15,2,2,11,75,18,23,34,Province,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.41,2.06,0.49,0.05,24,30.67,1.88,2
3/28/2020,ID-JI,Jawa Timur,14,2,2,10,97,40,340,-283,Province,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.35,2.4,0.99,0.1,41.2371,350.52,4.67,2
3/28/2020,ID-KR,Kepulauan Riau,1,0,2,-1,2,1,2,-1,Province,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.52,1.04,0.52,0.05,50,100,0,1
3/28/2020,ID-MA,Maluku,0,0,0,0,1,1,1,-1,Province,Maluku,Indonesia,Asia,Maluku,UTC+09:00,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0,0.54,0.54,0.05,100,100,1,1
3/28/2020,ID-PA,Papua,0,0,0,0,6,1,2,3,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,28,1,560,110,5411,319036,4340348,13.6,138.69603,-4.66620953,0,1.38,0.23,0.02,16.6667,33.33,1,1
3/28/2020,ID-PB,Papua Barat,0,0,0,0,2,1,1,0,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0,1.75,0.88,0.09,50,50,0,1
3/28/2020,ID-SN,Sulawesi Selatan,3,0,0,3,32,1,5,26,Province,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.32,3.39,0.11,0.01,3.125,15.63,1.5,1
3/28/2020,ID-SA,Sulawesi Utara,0,0,0,0,1,1,5,-5,Province,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0,0.38,0.38,0.04,100,500,1,1
3/28/2020,ID-SS,Sumatera Selatan,1,0,0,1,2,2,1,-1,Province,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.12,0.24,0.24,0.02,100,50,0,1
3/29/2020,ID-BA,Bali,1,0,0,1,3,2,3,-2,Province,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,0.24,0.71,0.47,0.05,66.6667,100,0,1
3/29/2020,ID-BT,Banten,2,2,2,-2,43,25,180,-162,Province,Banten,Indonesia,Asia,Jawa,UTC+07:00,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.19,4.01,2.33,0.23,58.1395,418.6,0.2,1
3/29/2020,ID-JK,DKI Jakarta,52,10,0,42,331,89,112,130,Province,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,1,5,44,267,0,664,10846145,16334.31,106.8361183,-6.204698991,4.79,30.52,8.21,0.82,26.8882,33.84,1.08,1.11
3/29/2020,ID-YO,Daerah Istimewa Yogyakarta,0,0,0,0,4,2,3,-1,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,0,1.1,0.55,0.06,50,75,1,1
3/29/2020,IDN,Indonesia,130,12,5,113,1285,114,64,1107,Country,N/A,Indonesia,Asia,N/A,N/A,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.49,4.85,0.43,0.04,8.8716,4.98,1.19,0.8
3/29/2020,ID-JB,Jawa Barat,27,3,3,21,133,27,77,29,Province,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.6,2.94,0.6,0.06,20.3008,57.89,1.42,1
3/29/2020,ID-JT,Jawa Tengah,11,3,0,8,86,21,23,42,Province,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.3,2.36,0.58,0.06,24.4186,26.74,0.73,1.5
3/29/2020,ID-JI,Jawa Timur,12,1,28,-17,109,41,368,-300,Province,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.3,2.69,1.01,0.1,37.6147,337.61,0.86,0.5
3/29/2020,ID-KB,Kalimantan Barat,7,0,2,5,7,2,3,2,Province,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,1.29,1.29,0.37,0.04,28.5714,42.86,0,0
3/29/2020,ID-KR,Kepulauan Riau,0,0,0,0,2,1,2,-1,Province,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0,1.04,0.52,0.05,50,100,0,1
3/29/2020,ID-MA,Maluku,0,0,0,0,1,1,1,-1,Province,Maluku,Indonesia,Asia,Maluku,UTC+09:00,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0,0.54,0.54,0.05,100,100,1,1
3/29/2020,ID-PA,Papua,2,0,0,2,8,1,2,5,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,28,1,560,110,5411,319036,4340348,13.6,138.69603,-4.66620953,0.46,1.84,0.23,0.02,12.5,25,0,1
3/29/2020,ID-PB,Papua Barat,0,0,0,0,2,1,1,0,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0,1.75,0.88,0.09,50,50,1,1
3/29/2020,ID-SN,Sulawesi Selatan,15,0,0,15,47,1,5,41,Province,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,1.59,4.99,0.11,0.01,2.12766,10.64,5,1
3/29/2020,ID-SA,Sulawesi Utara,0,0,0,0,1,1,5,-5,Province,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0,0.38,0.38,0.04,100,500,1,1
3/29/2020,ID-SS,Sumatera Selatan,0,0,0,0,2,2,1,-1,Province,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0,0.24,0.24,0.02,100,50,0,1
3/30/2020,ID-BA,Bali,9,0,0,9,12,2,3,7,Province,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,2.13,2.85,0.47,0.05,16.6667,25,9,1
3/30/2020,ID-BT,Banten,22,0,3,19,65,25,183,-143,Province,Banten,Indonesia,Asia,Jawa,UTC+07:00,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,2.05,6.06,2.33,0.23,38.4615,281.54,11,0
3/30/2020,ID-JK,DKI Jakarta,33,7,0,26,364,96,112,156,Province,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,1,5,44,267,0,664,10846145,16334.31,106.8361183,-6.204698991,3.04,33.56,8.85,0.89,26.3736,30.77,0.63,0.7
3/30/2020,ID-YO,Daerah Istimewa Yogyakarta,2,0,1,1,6,2,4,0,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,0.55,1.65,0.55,0.06,33.3333,66.67,0,1
3/30/2020,IDN,Indonesia,129,8,11,110,1414,122,75,1217,Country,N/A,Indonesia,Asia,N/A,N/A,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.49,5.33,0.46,0.05,8.62801,5.3,0.99,0.67
3/30/2020,ID-JB,Jawa Barat,19,3,5,11,152,30,82,40,Province,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.42,3.37,0.66,0.07,19.7368,53.95,0.7,1
3/30/2020,ID-JT,Jawa Tengah,17,1,1,15,103,22,24,57,Province,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.47,2.83,0.6,0.06,21.3592,23.3,1.55,0.33
3/30/2020,ID-JI,Jawa Timur,7,2,0,5,116,43,368,-295,Province,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.17,2.87,1.06,0.11,37.069,317.24,0.58,2
3/30/2020,ID-KB,Kalimantan Barat,1,0,0,1,8,2,3,3,Province,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.18,1.48,0.37,0.04,25,37.5,0.14,1
3/30/2020,ID-KR,Kepulauan Riau,2,2,0,0,4,3,2,-1,Province,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,1.04,2.07,1.55,0.16,75,50,0,0
3/30/2020,ID-MA,Maluku,0,0,0,0,1,1,1,-1,Province,Maluku,Indonesia,Asia,Maluku,UTC+09:00,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0,0.54,0.54,0.05,100,100,1,1
3/30/2020,ID-PA,Papua,0,0,0,0,8,1,2,5,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,28,1,560,110,5411,319036,4340348,13.6,138.69603,-4.66620953,0,1.84,0.23,0.02,12.5,25,0,1
3/30/2020,ID-PB,Papua Barat,0,0,0,0,2,1,1,0,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0,1.75,0.88,0.09,50,50,1,1
3/30/2020,ID-SN,Sulawesi Selatan,4,2,0,2,51,3,5,43,Province,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.42,5.41,0.32,0.03,5.88235,9.8,0.27,0
3/30/2020,ID-SA,Sulawesi Utara,0,0,0,0,1,1,5,-5,Province,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0,0.38,0.38,0.04,100,500,1,1
3/30/2020,ID-SS,Sumatera Selatan,0,0,0,0,2,2,1,-1,Province,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0,0.24,0.24,0.02,100,50,1,1
3/30/2020,ID-SU,Sumatera Utara,6,0,0,6,7,2,10,-5,Province,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.4,0.47,0.13,0.01,28.5714,142.86,0,1
3/31/2020,ID-BA,Bali,0,0,1,-1,12,2,4,6,Province,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,0,2.85,0.47,0.05,16.6667,33.33,0,1
3/31/2020,ID-BT,Banten,14,2,1,11,79,27,184,-132,Province,Banten,Indonesia,Asia,Jawa,UTC+07:00,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,1.31,7.37,2.52,0.25,34.1772,232.91,0.64,0
3/31/2020,ID-JK,DKI Jakarta,44,10,0,34,408,106,112,190,Province,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,1,5,44,267,0,664,10846145,16334.31,106.8361183,-6.204698991,4.06,37.62,9.77,0.98,25.9804,27.45,1.33,1.43
3/31/2020,ID-YO,Daerah Istimewa Yogyakarta,5,0,0,5,11,2,4,5,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,1.38,3.03,0.55,0.06,18.1818,36.36,2.5,1
3/31/2020,IDN,Indonesia,114,14,6,94,1528,136,81,1311,Country,N/A,Indonesia,Asia,N/A,N/A,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.43,5.76,0.51,0.05,8.90052,5.3,0.88,1.75
3/31/2020,ID-JB,Jawa Barat,7,0,3,4,159,30,85,44,Province,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.15,3.52,0.66,0.07,18.8679,53.46,0.37,0
3/31/2020,ID-JT,Jawa Tengah,15,2,0,13,118,24,24,70,Province,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.41,3.24,0.66,0.07,20.339,20.34,0.88,2
3/31/2020,ID-JI,Jawa Timur,1,0,0,1,117,43,368,-294,Province,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.02,2.89,1.06,0.11,36.7521,314.53,0.14,0
3/31/2020,ID-KB,Kalimantan Barat,0,0,0,0,8,2,3,3,Province,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0,1.48,0.37,0.04,25,37.5,0,1
3/31/2020,ID-KT,Kalimantan Tengah,4,0,2,2,7,2,41,-36,Province,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,1.56,2.72,0.78,0.08,28.5714,585.71,0,1
3/31/2020,ID-KI,Kalimantan Timur,3,1,0,2,16,1,3,12,Province,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.84,4.5,0.28,0.03,6.25,18.75,0,0
3/31/2020,ID-KR,Kepulauan Riau,1,0,0,1,5,3,2,0,Province,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.52,2.59,1.55,0.16,60,40,0.5,0
3/31/2020,ID-MA,Maluku,0,0,0,0,1,1,1,-1,Province,Maluku,Indonesia,Asia,Maluku,UTC+09:00,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0,0.54,0.54,0.05,100,100,1,1
